birdnet_id,scientific_name,canonical_scientific_name,common_name,common_name_alt,taxon_group,inat_id,ebird_code,gbif_id,ncbi_id,avibase_id,birdlife_id,ml_taxon_code,xc_name,observationorg_id,observations_count,description_source,image_url,image_author,image_license,image_source,common_name_en,common_name_de,common_name_es,common_name_fr,common_name_pt,common_name_nl,common_name_pl,common_name_ru,common_name_ja,common_name_cs,common_name_tr,common_name_sv,common_name_da,common_name_fi,common_name_it,common_name_ko,common_name_zh-CN,common_name_no,common_name_uk,common_name_sr,common_name_ca,common_name_bg,common_name_sk,common_name_es_ES,common_name_es_MX,common_name_es_EC,common_name_pt_PT,common_name_hr,common_name_lt,common_name_fa,common_name_cy,common_name_et,wikipedia_url_en,wikipedia_url_de,wikipedia_url_fr,wikipedia_url_es,wikipedia_url_cs,wikipedia_url_pt,wikipedia_url_it,wikipedia_url_nl,wikipedia_url_pl,wikipedia_url_ru
BN11184,Phoenicoparrus jamesi,Phoenicoparrus jamesi,James's Flamingo,,Aves,73221,jamfla1,2481108,704178,5E41A832E1DE3D0E,22697398,jamfla1,Phoenicoparrus jamesi,73502,1084,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicoparrus%20jamesi?size=medium,Andres Vasquez Noboa,© Macaulay Library,Macaulay Library ML246684451,James's Flamingo,Jamesflamingo,Parina Chica,Flamant de James,flamingo-da-puna,Jamesflamingo,flaming krótkodzioby,Короткоклювый фламинго,コバシフラミンゴ,plameňák punový,Puna Flamingosu,punaflamingo,Punaflamingo,punanflamingo,Fenicottero di James,,秘鲁红鹳,punaflamingo,Фламінго жовтодзьобий,Džejmsov plamenac,flamenc de James,Пунайско фламинго,plameniak krátkozobý,Parina chica,Parina Chica,Parina Chica,Flamingo-da-puna,punski plamenac,Džeimso flamingas,فلامینگوی جیمز,Fflamingo James,lühinokk-flamingo,https://en.wikipedia.org/wiki/James's%20flamingo,https://de.wikipedia.org/wiki/Jamesflamingo,https://fr.wikipedia.org/wiki/Flamant%20de%20James,https://es.wikipedia.org/wiki/Phoenicoparrus%20jamesi,https://cs.wikipedia.org/wiki/Plame%C5%88%C3%A1k%20James%C5%AFv,https://pt.wikipedia.org/wiki/Flamingo-da-puna,https://it.wikipedia.org/wiki/Phoenicoparrus%20jamesi,https://nl.wikipedia.org/wiki/James'%20flamingo,https://pl.wikipedia.org/wiki/Flaming%20kr%C3%B3tkodzioby,https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE%20%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81%D0%B0
BN11185,Phoenicopterus chilensis,Phoenicopterus chilensis,Chilean Flamingo,,Aves,4258,chifla1,2481110,117000,4F28673C181D26B8,22697365,chifla1,Phoenicopterus chilensis,,8332,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicopterus%20chilensis?size=medium,Sebastián Lescano,cc-by-nc,iNaturalist,Chilean Flamingo,Chileflamingo,Flamenco Chileno,Flamant du Chili,flamingo-chileno,Chileense flamingo,flaming chilijski,Чилийский фламинго,チリーフラミンゴ,plameňák chilský,Şili Flamingosu,chileflamingo,Chileflamingo,chilenflamingo,Fenicottero cileno,칠레홍학,智利红鹳,chileflamingo,Фламінго чилійський,Čileanski plamenac,flamenc de Xile,Чилийско фламинго,plameniak čilský,Flamenco chileno,Flamenco Chileno,Flamenco Chileno,Flamingo-chileno,čilski plamenac,Čilinis flamingas,فلامینگوی شیلیایی,Fflamingo Chile,lõunaflamingo,https://en.wikipedia.org/wiki/Chilean%20flamingo,https://de.wikipedia.org/wiki/Chileflamingo,https://fr.wikipedia.org/wiki/Flamant%20du%20Chili,https://es.wikipedia.org/wiki/Phoenicopterus%20chilensis,https://cs.wikipedia.org/wiki/Plame%C5%88%C3%A1k%20chilsk%C3%BD,https://pt.wikipedia.org/wiki/Flamingo-chileno,https://it.wikipedia.org/wiki/Phoenicopterus%20chilensis,https://nl.wikipedia.org/wiki/Chileense%20flamingo,https://pl.wikipedia.org/wiki/Flaming%20chilijski,https://ru.wikipedia.org/wiki/%D0%A7%D0%B8%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9%20%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
BN11186,Phoenicopterus roseus,Phoenicopterus roseus,Greater Flamingo,,Aves,73222,grefla3,4352332,435638,0F9B5174A8ACF737,22697360,grefla3,Phoenicopterus roseus,1401,34541,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicopterus%20roseus?size=medium,Agustín Povedano,cc-by-nc-sa,iNaturalist,Greater Flamingo,Rosaflamingo,Flamenco Común,Flamant rose,flamingo-comum,Flamingo,flaming różowy,Розовый фламинго,ヨーロッパフラミンゴ,plameňák růžový,Flamingo,större flamingo,Stor Flamingo,flamingo,Fenicottero,큰홍학,大红鹳,rosenflamingo,Фламінго рожевокрилий,Plamenac,flamenc rosat,Розово фламинго,plameniak ružový,Flamenco común,Flamenco Común,Flamenco Mayor,Flamingo-comum,plamenac,Paprastasis flamingas,,,heleflamingo,https://en.wikipedia.org/wiki/Greater%20flamingo,https://de.wikipedia.org/wiki/Rosaflamingo,https://fr.wikipedia.org/wiki/Flamant%20rose,https://es.wikipedia.org/wiki/Phoenicopterus%20roseus,https://cs.wikipedia.org/wiki/Plame%C5%88%C3%A1k%20r%C5%AF%C5%BEov%C3%BD,https://pt.wikipedia.org/wiki/Flamingo-comum,https://it.wikipedia.org/wiki/Phoenicopterus%20roseus,https://nl.wikipedia.org/wiki/Flamingo,https://pl.wikipedia.org/wiki/Flaming%20r%C3%B3%C5%BCowy,https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B7%D0%BE%D0%B2%D1%8B%D0%B9%20%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
BN11187,Phoenicopterus ruber,Phoenicopterus ruber,American Flamingo,,Aves,4257,grefla2,9691034,9217,E3FF6313179EC968,22729706,grefla2,Phoenicopterus ruber,1400,13368,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicopterus%20ruber?size=medium,Diana Robinson,cc-by-nc-nd,iNaturalist,American Flamingo,Kubaflamingo,Flamenco Rojo,Flamant des Caraïbes,flamingo,Caribische flamingo,flaming karmazynowy,Красный фламинго,オオフラミンゴ,plameňák americký,Amerika Flamingosu,karibflamingo,Cariberflamingo,karibianflamingo,Fenicottero caraibico,쿠바홍학,美洲红鹳,rødflamingo,Фламінго червоний,Američki plamenac,flamenc del Carib,Американско фламинго,plameniak červený,Flamenco rojo,Flamenco Americano,Flamenco Americano,Flamingo-americano,karipski plamenac,Karibinis flamingas,فلامینگوی آمریکایی,Fflamingo mawr,punaflamingo,https://en.wikipedia.org/wiki/American%20flamingo,https://de.wikipedia.org/wiki/Kubaflamingo,https://fr.wikipedia.org/wiki/Flamant%20des%20Cara%C3%AFbes,https://es.wikipedia.org/wiki/Phoenicopterus%20ruber,https://cs.wikipedia.org/wiki/Plame%C5%88%C3%A1k%20karibsk%C3%BD,https://pt.wikipedia.org/wiki/Flamingo-americano,https://it.wikipedia.org/wiki/Phoenicopterus%20ruber,https://nl.wikipedia.org/wiki/Rode%20flamingo,https://pl.wikipedia.org/wiki/Flaming%20karmazynowy,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B9%20%D1%84%D0%BB%D0%B0%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE
BN11188,Phoeniculus bollei,Phoeniculus bollei,White-headed Wood Hoopoe,White-headed Woodhoopoe,Aves,20948,whhwoo1,2498448,,D1FFB47492CD4B35,22682684,whhwoo1,Phoeniculus bollei,,72,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoeniculus%20bollei?size=medium,Zak Pohlen,© Macaulay Library,Macaulay Library ML240354961,White-headed Wood Hoopoe,Weißmasken-Baumhopf,Abubilla Arbórea Cabeciblanca,Irrisor à tête blanche,white-headed woodhoopoe,Witkopkakelaar,sierpodudek białogłowy,Белоголовый древесный удод,カオジロモリヤツガシラ,dudkovec bělolící,Ak Başlı İbibik,vithuvad skratthärfågel,Hvidhovedet Skovhærfugl,valkopääsäihkyjä,,,白头林戴胜,hvithodekakelar,Слотняк білоголовий,Beloglavi šumski pupavac,puput arbòria carablanca,Белоглав дървесен папуняк,leskláč bielohlavý,Abubilla arbórea cabeciblanca,Abubilla Arbórea Cabeciblanca,Abubilla Arbórea Cabeciblanca,White-headed woodhoopoe,bjeloglavi pupavac,Baltagalvis kopikinis kukutis,هدهد درختی سرسفید,Copog goed benwyn,mask-tääknokk,https://en.wikipedia.org/wiki/White-headed%20wood%20hoopoe,https://de.wikipedia.org/wiki/Wei%C3%9Fmaskenhopf,https://fr.wikipedia.org/wiki/Irrisor%20%C3%A0%20t%C3%AAte%20blanche,https://es.wikipedia.org/wiki/Phoeniculus%20bollei,,https://pt.wikipedia.org/wiki/Zombeteiro-de-cabe%C3%A7a-branca,,https://nl.wikipedia.org/wiki/Witkopkakelaar,https://pl.wikipedia.org/wiki/Sierpodudek%20bia%C5%82og%C5%82owy,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D0%B9%20%D0%BB%D0%B5%D1%81%D0%BD%D0%BE%D0%B9%20%D1%83%D0%B4%D0%BE%D0%B4
BN11189,Phoeniculus damarensis,Phoeniculus damarensis,Violet Wood Hoopoe,Violet Woodhoopoe,Aves,20945,viowoo1,2498445,113100,36EAC210C5283795,22682673,viowoo1,Phoeniculus damarensis,70991,104,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoeniculus%20damarensis?size=medium,Andrew Thompson,cc-by-nc,iNaturalist,Violet Wood Hoopoe,Damarabaumhopf,Abubilla Arbórea Violeta,Irrisor damara,violet woodhoopoe,Paarse kakelaar,sierpodudek fioletowy,Фиолетовый древесный удод,ムラサキモリヤツガシラ,dudkovec fialový,Ağaç İbibiği,violett skratthärfågel,Violet Skovhærfugl,violettisäihkyjä,,,紫林戴胜,fiolettkakelar,Слотняк фіолетовий,Ljubičasti šumski pupavac,puput arbòria violàcia,Виолетов дървесен папуняк,leskláč fialový,Abubilla arbórea violeta,Abubilla Arbórea Violeta,Abubilla Arbórea Violeta,Violet woodhoopoe,ljubičasti pupavac,Violetinis kopikinis kukutis,هدهد درختی بنفش,Copog goed borffor,purpur-tääknokk,https://en.wikipedia.org/wiki/Violet%20wood%20hoopoe,https://de.wikipedia.org/wiki/Damarabaumhopf,https://fr.wikipedia.org/wiki/Irrisor%20damara,https://es.wikipedia.org/wiki/Phoeniculus%20damarensis,,https://pt.wikipedia.org/wiki/Zombeteiro-da-damaral%C3%A2ndia,,https://nl.wikipedia.org/wiki/Damarakakelaar,https://pl.wikipedia.org/wiki/Sierpodudek%20fioletowy,https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%BE%D0%BB%D0%B5%D1%82%D0%BE%D0%B2%D1%8B%D0%B9%20%D0%BB%D0%B5%D1%81%D0%BD%D0%BE%D0%B9%20%D1%83%D0%B4%D0%BE%D0%B4
BN11190,Phoeniculus purpureus,Phoeniculus purpureus,Green Wood Hoopoe,Green Woodhoopoe,Aves,20934,grewoo2,2498452,113189,28CACA8FA9A07018,22682667,grewoo2,Phoeniculus purpureus,70990,3205,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoeniculus%20purpureus?size=medium,Ad Konings,cc-by-nc,iNaturalist,Green Wood Hoopoe,Grünbaumhopf,Abubilla Arbórea Verde,Irrisor moqueur,zombeteiro-de-bico-vermelho,Groene kakelaar,sierpodudek purpurowy,Пестрохвостый древесный удод,ミドリモリヤツガシラ,dudkovec stromový,Yeşil Ağaç İbibiği,grön skratthärfågel,Purpurskovhærfugl,vihersäihkyjä,Upupa boschereccia verde,,绿林戴胜,grønnkakelar,Слотняк пурпуровий,Zeleni šumski pupavac,puput arbòria verda,Зелен дървесен папуняк,leskláč purpurový,Abubilla arbórea verde,Abubilla Arbórea Verde,Abubilla Arbórea Verde,Zombeteiro-de-bico-vermelho,zeleni pupavac,Žaliasis kopikinis kukutis,هدهد درختی سبز,Copog goed werdd,rohe-tääknokk,https://en.wikipedia.org/wiki/Green%20wood%20hoopoe,https://de.wikipedia.org/wiki/Gr%C3%BCnbaumhopf,https://fr.wikipedia.org/wiki/Irrisor%20moqueur,https://es.wikipedia.org/wiki/Phoeniculus%20purpureus,https://cs.wikipedia.org/wiki/Dudkovec%20stromov%C3%BD,https://pt.wikipedia.org/wiki/Zombeteiro-de-bico-vermelho,,https://nl.wikipedia.org/wiki/Groene%20kakelaar,https://pl.wikipedia.org/wiki/Sierpodudek%20purpurowy,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9%20%D0%BB%D0%B5%D1%81%D0%BD%D0%BE%D0%B9%20%D1%83%D0%B4%D0%BE%D0%B4
BN11191,Phoeniculus somaliensis,Phoeniculus somaliensis,Black-billed Wood Hoopoe,Black-billed Woodhoopoe,Aves,20941,blbwoo2,2498438,,68A8008600A5936C,22682678,blbwoo2,Phoeniculus somaliensis,70992,65,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoeniculus%20somaliensis?size=medium,Arthur Grosset,© Macaulay Library,Macaulay Library ML245206521,Black-billed Wood Hoopoe,Schwarzschnabel-Baumhopf,Abubilla Arbórea Piquinegra,Irrisor à bec noir,black-billed woodhoopoe,Zwartsnavelkakelaar,sierpodudek czarnodzioby,Черноклювый древесный удод,ソマリーモリヤツガシラ,dudkovec somálský,Kara Gagalı İbibik,svartnäbbad skratthärfågel,Sortnæbbet Skovhærfugl,abessiniansäihkyjä,,,黑嘴林戴胜,svartnebbkakelar,Слотняк ефіопський,Crnokljuni šumski pupavac,puput arbòria becnegra,Черноклюн дървесен папуняк,leskláč čiernozobý,Abubilla arbórea piquinegra,Abubilla Arbórea Piquinegra,Abubilla Arbórea Piquinegra,Black-billed woodhoopoe,etiopski pupavac,Juodasnapis kopikinis kukutis,هدهد درختی نوکسیاه,Copog goed bigddu,etioopia tääknokk,https://en.wikipedia.org/wiki/Black-billed%20wood%20hoopoe,https://de.wikipedia.org/wiki/Schwarzschnabel-Baumhopf,https://fr.wikipedia.org/wiki/Irrisor%20%C3%A0%20bec%20noir,https://es.wikipedia.org/wiki/Phoeniculus%20somaliensis,,https://pt.wikipedia.org/wiki/Zombeteiro-de-bico-preto,,https://nl.wikipedia.org/wiki/Zwartsnavelkakelaar,https://pl.wikipedia.org/wiki/Sierpodudek%20czarnodzioby,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D0%BE%D0%BA%D0%BB%D1%8E%D0%B2%D1%8B%D0%B9%20%D0%BA%D1%83%D0%BA%D1%83%D1%88%D0%B5%D1%87%D1%8C%D0%B5%D1%85%D0%B2%D0%BE%D1%81%D1%82%D1%8B%D0%B9%20%D1%83%D0%B4%D0%BE%D0%B4
BN11192,Phoenicurus alaschanicus,Phoenicurus alaschanicus,Przevalski's Redstart,Ala Shan Redstart,Aves,12995,alsred1,5231227,2292715,40DEDD835629046C,22710030,alsred1,Phoenicurus alaschanicus,76269,25,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicurus%20alaschanicus?size=medium,Philip Steiner,© Macaulay Library,Macaulay Library ML182213151,Przevalski's Redstart,Alaschan-Rotschwanz,Colirrojo de Przewalski,Rougequeue de Przewalski,ala shan redstart,Alashanroodstaart,pleszka rdzawogardła,Алашанская горихвостка,アカガオジョウビタキ,rehek šedohlavý,Przewalski Kızılkuyruğu,alashanrödstjärt,Ala Shan-rødstjert,kiinanleppälintu,Codirosso di Przewalski,,贺兰山红尾鸲,alashanrødstjert,Горихвістка алашанська,Prževalskijeva crvenrepka,cotxa de Przewalski,Цинхайска червеноопашка,žltochvost červenohrdlý,Colirrojo de Przewalski,Colirrojo de Przewalski,Colirrojo de Przewalski,Ala shan redstart,sivokapa crvenrepka,Prževalskio raudonuodegė,دمسرخ آلاشان,Tingoch Przewalski,alashani lepalind,https://en.wikipedia.org/wiki/Przevalski's%20redstart,https://de.wikipedia.org/wiki/Alaschan-Rotschwanz,https://fr.wikipedia.org/wiki/Rougequeue%20de%20Przewalski,https://es.wikipedia.org/wiki/Phoenicurus%20alaschanicus,,,,https://nl.wikipedia.org/wiki/Tibetaanse%20roodstaart,,
BN11193,Phoenicurus auroreus,Phoenicurus auroreus,Daurian Redstart,,Aves,12993,daured1,5231223,358814,E859E4990D43249D,22710066,daured1,Phoenicurus auroreus,76274,17050,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicurus%20auroreus?size=medium,Tristan Scholze,cc-by-nc,iNaturalist,Daurian Redstart,Spiegelrotschwanz,Colirrojo Dáurico,Rougequeue aurore,daurian redstart,Spiegelroodstaart,pleszka chińska,Сибирская горихвостка,ジョウビタキ,rehek daurský,Gri Başlı Kızılkuyruk,svartryggig rödstjärt,Amurrødstjert,laaksoleppälintu,Codirosso di Dauria,딱새,北红尾鸲,aurorarødstjert,Горихвістка сибірська,Daurska crvenrepka,cotxa de Dàuria,Сибирска червеноопашка,žltochvost zrkadlový,Colirrojo dáurico,Colirrojo Dáurico,Colirrojo Dáurico,Daurian redstart,daurska crvenrepka,Sibirinė raudonuodegė,دمسرخ دائوری,Tingoch Dawria,mustselg-lepalind,https://en.wikipedia.org/wiki/Daurian%20redstart,https://de.wikipedia.org/wiki/Spiegelrotschwanz,https://fr.wikipedia.org/wiki/Rougequeue%20aurore,https://es.wikipedia.org/wiki/Phoenicurus%20auroreus,,,,https://nl.wikipedia.org/wiki/Spiegelroodstaart,https://pl.wikipedia.org/wiki/Pleszka%20chi%C5%84ska,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B3%D0%BE%D1%80%D0%B8%D1%85%D0%B2%D0%BE%D1%81%D1%82%D0%BA%D0%B0
BN11195,Phoenicurus coeruleocephala,Phoenicurus coeruleocephala,Blue-capped Redstart,,Aves,523153,bucred1,6100853,860615,DDD9AFC23D9FC1C6,22710043,bucred1,Phoenicurus coeruleocephala,,363,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicurus%20coeruleocephala?size=medium,Lasse Olsson,© Macaulay Library,Macaulay Library ML171356641,Blue-capped Redstart,Blaukopf-Rotschwanz,Colirrojo Capiazul,Rougequeue à tête bleue,blue-capped redstart,Blauwkoproodstaart,pleszka szarawa,Седоголовая горихвостка,ズアオジョウビタキ,rehek modrohlavý,Alaca Kızılkuyruk,blåhätta,Tien Shan-rødstjert,kivikkoleppälintu,Codirosso dal cappuccio blu,,蓝头红尾鸲,blåkronerødstjert,Горихвістка синьоголова,Plavokapa crvenrepka,cotxa capblava,Синьоглава червеноопашка,žltochvost modrohlavý,Colirrojo capiazul,Colirrojo Capiazul,Colirrojo Capiazul,Blue-capped redstart,planinska crvenrepka,Žilagalvė raudonuodegė,دمسرخ سرآبی,Tingoch penlas,valgekõht-lepalind,https://en.wikipedia.org/wiki/Blue-capped%20redstart,,https://fr.wikipedia.org/wiki/Rougequeue%20%C3%A0%20t%C3%AAte%20bleue,https://es.wikipedia.org/wiki/Phoenicurus%20coeruleocephala,,,,https://nl.wikipedia.org/wiki/Blauwkoproodstaart,,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B4%D0%BE%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%B3%D0%BE%D1%80%D0%B8%D1%85%D0%B2%D0%BE%D1%81%D1%82%D0%BA%D0%B0
BN11196,Phoenicurus erythrogastrus,Phoenicurus erythrogastrus,Güldenstädt's Redstart,White-winged Redstart,Aves,73224,whwred2,7340976,228322,3B01E1715D1738E2,22710072,whwred2,Phoenicurus erythrogastrus,194950,1059,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicurus%20erythrogastrus?size=medium,Vyacheslav Luzanov,cc-by-nc,iNaturalist,Güldenstädt's Redstart,Riesenrotschwanz,Colirrojo de Güldenstädt,Rougequeue de Güldenstädt,rabirruivo-de-touca-branca,Witkruinroodstaart,pleszka kaukaska,Краснобрюхая горихвостка,シロガシラジョウビタキ,rehek bělokřídlý,Büyük Kızılkuyruk,bergrödstjärt,Bjergrødstjert,vuorileppälintu,Codirosso di Guldenstadt,흰날개딱새,红腹红尾鸲,hvitvingerødstjert,Горихвістка червоночерева,Crvenotrba crvenrepka,cotxa de Güldenstädt,Кавказка червеноопашка,žltochvost bielohlavý,Colirrojo de Güldenstädt,Colirrojo de Güldenstädt,Colirrojo de Güldenstädt,Rabirruivo-de-touca-branca,bjelokapa crvenrepka,Ledyninė raudonuodegė,دمسرخ کوهی,Tingoch Güldenstadt,mägi-lepalind,https://en.wikipedia.org/wiki/G%C3%BCldenst%C3%A4dt's%20redstart,https://de.wikipedia.org/wiki/Riesenrotschwanz,https://fr.wikipedia.org/wiki/Rougequeue%20de%20G%C3%BCldenst%C3%A4dt,https://es.wikipedia.org/wiki/Phoenicurus%20erythrogastrus,,,https://it.wikipedia.org/wiki/Phoenicurus%20erythrogastrus,https://nl.wikipedia.org/wiki/Witkruinroodstaart,https://pl.wikipedia.org/wiki/Pleszka%20kaukaska,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B1%D1%80%D1%8E%D1%85%D0%B0%D1%8F%20%D0%B3%D0%BE%D1%80%D0%B8%D1%85%D0%B2%D0%BE%D1%81%D1%82%D0%BA%D0%B0
BN11197,Phoenicurus erythronotus,Phoenicurus erythronotus,Eversmann's Redstart,Rufous-backed Redstart,Aves,73225,rubred2,5788889,670351,03E448A1E6FA7895,22710034,rubred2,Phoenicurus erythronotus,194949,639,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicurus%20erythronotus?size=medium,Анна Голубева,cc-by-nc-nd,iNaturalist,Eversmann's Redstart,Sprosserrotschwanz,Colirrojo de Eversmann,Rougequeue d'Eversmann,rabirruivo-de-eversmann,Eversmanns roodstaart,pleszka ałtajska,Красноспинная горихвостка,セアカジョウビタキ,rehek středoasijský,Kızıl Sırtlı Kızılkuyruk,altajrödstjärt,Gråhovedet Rødstjert,siperianleppälintu,Codirosso spazzacamino di Eversmann,,红背红尾鸲,altairødstjert,Горихвістка рудоспинна,Crvenoleđa crvenrepka,cotxa d'Eversmann,Червеногърба червеноопашка,žltochvost červenochrbtý,Colirrojo de Eversmann,Colirrojo de Eversmann,Colirrojo de Eversmann,Rabirruivo-de-eversmann,sivoglava crvenrepka,Rausvanugarė raudonuodegė,دم‌سرخ پشت‌بلوطی,Tingoch Eversmann,punaselg-lepalind,https://en.wikipedia.org/wiki/Eversmann's%20redstart,https://de.wikipedia.org/wiki/Sprosserrotschwanz,https://fr.wikipedia.org/wiki/Rougequeue%20d'Eversmann,https://es.wikipedia.org/wiki/Phoenicurus%20erythronotus,,,,https://nl.wikipedia.org/wiki/Eversmanns%20roodstaart,,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D0%BF%D0%B8%D0%BD%D0%BD%D0%B0%D1%8F%20%D0%B3%D0%BE%D1%80%D0%B8%D1%85%D0%B2%D0%BE%D1%81%D1%82%D0%BA%D0%B0
BN11198,Phoenicurus frontalis,Phoenicurus frontalis,Blue-fronted Redstart,,Aves,12996,blfred1,5231229,228307,,22710084,blfred1,Phoenicurus frontalis,76277,1162,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicurus%20frontalis?size=medium,Vincent Wang,© Macaulay Library,Macaulay Library ML171356151,Blue-fronted Redstart,Blaustirn-Rotschwanz,Colirrojo Frentiazul,Rougequeue à front bleu,blue-fronted redstart,Himalayaroodstaart,pleszka modra,Синелобая горихвостка,ルリビタイジョウビタキ,rehek modročelý,Mavi Alınlı Kızılkuyruk,blåstrupig rödstjärt,Blåpandet Rødstjert,louhikkoleppälintu,Codirosso fronteblu,,蓝额红尾鸲,blåhoderødstjert,Горихвістка синьолоба,Plavočela crvenrepka,cotxa frontblava,Синьочела червеноопашка,žltochvost modrý,Colirrojo frentiazul,Colirrojo Frentiazul,Colirrojo Frentiazul,Blue-fronted redstart,plavoglava crvenrepka,Mėlynkaktė raudonuodegė,دمسرخ پیشانیآبی,Tingoch Bronlas,sini-lepalind,https://en.wikipedia.org/wiki/Blue-fronted%20redstart,,https://fr.wikipedia.org/wiki/Rougequeue%20%C3%A0%20front%20bleu,https://es.wikipedia.org/wiki/Phoenicurus%20frontalis,,,,https://nl.wikipedia.org/wiki/Himalayaroodstaart,,
BN11199,Phoenicurus fuliginosus,Phoenicurus fuliginosus,Plumbeous Water Redstart,Plumbeous Redstart,Aves,145068,plured1,7340992,248161,1850B440B1436E49,22710092,plured1,Phoenicurus fuliginosus,76279,5514,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Phoenicurus%20fuliginosus?size=medium,Vijay Anand Ismavel,cc-by-nc,iNaturalist,Plumbeous Water Redstart,Wasserrotschwanz,Colirrojo Fuliginoso,Rougequeue fuligineux,plumbeous redstart,Waterroodstaart,pleszka śniada,Сизая горихвостка,カワビタキ,rehek bystřinný,Kurşuni Kızılkuyruk,forsrödstjärt,Vandrødstjert,jokileppälintu,Codirosso fuligginoso,부채꼬리바위딱새,红尾水鸲,blyrødstjert,Горихвістка сиза,Olovnosiva crvenrepka,cotxa fuliginosa,Сивоглава червеноопашка,žltochvost riečny,Colirrojo fuliginoso,Colirrojo Fuliginoso,Colirrojo Fuliginoso,Plumbeous redstart,potočna crvenrepka,Tamsioji upinė raudonuodegė,دمسرخ سربی,Tingoch tywyll,jõgi-lepalind,https://en.wikipedia.org/wiki/Plumbeous%20water%20redstart,,https://fr.wikipedia.org/wiki/Nymph%C3%A9e%20fuligineuse,https://es.wikipedia.org/wiki/Phoenicurus%20fuliginosus,,,,https://nl.wikipedia.org/wiki/Waterroodstaart,,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%B7%D0%B0%D1%8F%20%D0%B3%D0%BE%D1%80%D0%B8%D1%85%D0%B2%D0%BE%D1%81%D1%82%D0%BA%D0%B0
